"Environment Canada"
"Monthly Values for March - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"ARVIAT CLIMATE","61.100","-94.067","NU","-23.5","0",NA,"-5.6","0","-36.6","0","",,NA,"14.1","1",NA,"25.0","6","",,NA,"1287.0","0.0","2301153"
"GJOA HAVEN A","68.636","-95.850","NU","-29.7","1",NA,"-19.4","1","-41.4","1","",,NA,"2.1","1",NA,"","0","",,NA,"1430.9","0.0","2302337"
"GJOA HAVEN CLIMATE","68.636","-95.850","NU","-29.8","0",NA,"-19.6","0","-41.6","0","",,NA,"27.4","0",NA,"55.0","14","",,NA,"1481.6","0.0","2302340"
"HAT ISLAND","68.318","-100.087","NU","-28.0","1",NA,"-15.9","1","-38.8","0","",,NA,"",,NA,"","","",,NA,"1378.7","0.0","2302370"
"CAM FOUR","68.437","-89.726","NU","-28.7","0",NA,"-14.2","0","-41.1","0","",,NA,"",,NA,"","","",,NA,"1448.9","0.0","2303093"
"KUGAARUK CLIMATE","68.538","-89.796","NU","-29.2","0",NA,"-18.7","0","-41.0","0","",,NA,"3.1","0",NA,"2.0","0","",,NA,"1463.9","0.0","2303094"
"RANKIN INLET A","62.811","-92.115","NU","-25.5","0",NA,"-8.7","0","-36.2","0","5.8","0",NA,"5.8","1",NA,"45.0","4","",,NA,"1347.0","0.0","2303405"
"SANIKILUAQ","56.537","-79.260","NU","-19.1","2",NA,"-0.4","1","-30.6","1","",,NA,"5.5","2",NA,"21.0","1","",,NA,"1074.7","0.0","2303668"
"SHEPHERD BAY A","68.817","-93.433","NU","-31.2","1",NA,"-20.5","1","-42.7","0","",,NA,"",,NA,"","","",,NA,"1475.8","0.0","2303685"
"CROKER RIVER","69.276","-119.219","NU","-22.9","0",NA,"-6.8","0","-32.0","0","",,NA,"",,NA,"","","",,NA,"1266.8","0.0","230J01Q"
"LUPIN CS","65.755","-111.246","NU","-20.1","15",NA,"-7.0","12","-32.4","13","",,NA,"71.7","18",NA,"75.0","8","",,NA,"609.4","0.0","230N002"
"ALERT CLIMATE","82.500","-62.333","NU","-29.4","0",NA,"-17.2","0","-38.8","0","",,NA,"7.7","0",NA,"14.0","2","",,NA,"1467.9","0.0","2400305"
"ALERT UA","82.500","-62.333","NU","",,NA,"",,"",,"12.4","0",NA,"10.6","0",NA,"14.0","4","","",NA,"","","2400306"
"ARCTIC BAY CS","72.993","-85.012","NU","-30.5","17",NA,"-24.2","16","-36.1","6","",,NA,"0.2","20",NA,"6.0","0","",,NA,"679.3","0.0","2400404"
"BREVOORT ISLAND","63.340","-64.146","NU","-19.1","1",NA,"-6.7","1","-27.0","0","",,NA,"",,NA,"","","",,NA,"1111.9","0.0","2400565"
"FOX FIVE","67.536","-63.789","NU","-20.3","21",NA,"-12.5","21","-27.0","19","",,NA,"",,NA,"","","",,NA,"383.0","0.0","2400570"
"QIKIQTARJUAQ CLIMATE","67.547","-64.033","NU","-25.0","10",NA,"-11.5","10","-37.4","10","",,NA,"4.0","13",NA,"40.0","1","",,NA,"902.0","0.0","2400573"
"QIKIQTARJUAQ A","67.547","-64.032","NU","-23.6","1",NA,"-10.7","1","-37.2","1","",,NA,"1.5","1",NA,"","0","",,NA,"1246.8","0.0","2400577"
"CAMBRIDGE BAY A","69.108","-105.137","NU","-28.0","0",NA,"-15.1","0","-37.0","0","2.0","2",NA,"1.8","0",NA,"22.0","0","",,NA,"1424.5","0.0","2400601"
"CAMBRIDGE BAY GSN","69.108","-105.138","NU","-27.8","0",NA,"-14.9","0","-36.8","0","",,NA,"9.6","0",NA,"2.0","1","",,NA,"1418.9","0.0","2400602"
"CAPE DORSET CLIMATE","64.231","-76.530","NU","-21.4","0",NA,"-12.6","0","-28.7","0","",,NA,"6.0","0",NA,"6.0","1","",,NA,"1220.9","0.0","2400636"
"CAPE DORSET A","64.230","-76.525","NU","-21.2","0",NA,"-12.4","0","-28.4","0","",,NA,"0.4","0",NA,"","0","",,NA,"1216.4","0.0","2400637"
"CAPE DYER","66.650","-61.383","NU","-19.8","0",NA,"-10.0","0","-30.3","0","",,NA,"",,NA,"","","",,NA,"1173.0","0.0","2400650"
"CAPE HOOPER","68.473","-66.815","NU","-22.8","0",NA,"-12.5","0","-30.7","0","",,NA,"",,NA,"","","",,NA,"1265.6","0.0","2400660"
"CAPE PEEL WEST","69.036","-107.823","NU","-26.4","0",NA,"-14.3","0","-36.4","0","",,NA,"",,NA,"","","",,NA,"1375.6","0.0","2400697"
"CLYDE RIVER CLIMATE","70.483","-68.517","NU","-25.4","0",NA,"-11.8","0","-40.9","0","",,NA,"4.1","0",NA,"40.0","2","",,NA,"1344.6","0.0","2400802"
"CLYDE RIVER A","70.486","-68.517","NU","-25.3","0",NA,"-11.8","0","-40.2","0","",,NA,"2.7","0",NA,"","1","",,NA,"1343.8","0.0","2400804"
"CAPE MERCY","64.958","-63.578","NU","-19.6","6",NA,"-9.3","5","-29.0","1","",,NA,"",,NA,"","","",,NA,"938.8","0.0","2400F63"
"DEWAR LAKES","68.650","-71.167","NU","-24.4","0",NA,"-9.2","0","-37.7","0","",,NA,"",,NA,"","","",,NA,"1314.4","0.0","2401030"
"EUREKA CLIMATE","79.989","-85.934","NU","-32.9","0",NA,"-15.4","0","-42.9","0","",,NA,"4.3","0",NA,"14.0","1","",,NA,"1576.6","0.0","2401199"
"EUREKA A","79.994","-85.812","NU","-32.1","0",NA,"-15.6","0","-40.8","0","8.4","0",NA,"5.2","0",NA,"16.0","3","",,NA,"1554.2","0.0","2401203"
"FORT ROSS","72.018","-94.198","NU","-27.3","2",NA,"-13.0","1","-37.3","1","",,NA,"40.2","2",NA,"24.0","18","",,NA,"1313.3","0.0","2402051"
"GATESHEAD ISLAND","70.633","-100.267","NU","-28.8","1",NA,"-19.4","0","-39.8","1","",,NA,"6.5","1",NA,"","2","",,NA,"1404.7","0.0","2402332"
"GRISE FIORD CLIMATE","76.423","-82.902","NU","-28.4","3",NA,"-12.9","1","-38.4","2","",,NA,"5.1","3",NA,"1.0","1","",,NA,"1297.9","0.0","2402351"
"HALL BEACH CLIMATE","68.776","-81.244","NU","-30.4","1",NA,"-14.1","1","-39.2","0","",,NA,"1.9","1",NA,"35.0","0","",,NA,"1451.5","0.0","2402353"
"HALL BEACH A","68.776","-81.243","NU","-30.6","2",NA,"-14.0","2","-39.2","2","",,NA,"1.1","2",NA,"","0","",,NA,"1409.3","0.0","2402354"
"IQALUIT CLIMATE","63.747","-68.544","NU","-22.8","0",NA,"-9.2","0","-33.3","0","",,NA,"45.8","0",NA,"16.0","15","",,NA,"1264.7","0.0","2402592"
"PANGNIRTUNG","66.143","-65.711","NU","-21.0","0",NA,"-2.6","0","-30.8","0","",,NA,"4.6","0",NA,"24.0","1","",,NA,"1209.0","0.0","2403049"
"POND INLET CLIMATE","72.693","-77.958","NU","-30.1","0",NA,"-19.2","0","-39.0","0","",,NA,"3.1","0",NA,"22.0","1","",,NA,"1491.7","0.0","2403204"
"POND INLET A","72.689","-77.969","NU","-30.0","1",NA,"-20.4","1","-37.5","1","",,NA,"0.3","1",NA,"","0","",,NA,"1440.1","0.0","2403206"
"REA POINT","75.377","-105.715","NU","-26.9","6",NA,"-20.7","3","-35.4","3","",,NA,"",,NA,"","","",,NA,"1123.4","0.0","2403450"
"RESOLUTE BAY A","74.717","-94.969","NU","-29.2","0",NA,"-14.2","0","-35.7","0","2.7","1",NA,"4.3","1",NA,"28.0","1","",,NA,"1461.8","0.0","2403498"
"RESOLUTE CS","74.716","-94.983","NU","-28.7","1",NA,"-14.4","1","-35.7","0","",,NA,"4.8","1",NA,"10.0","0","",,NA,"1400.2","0.0","2403505"
"RESOLUTION ISLAND","61.600","-64.633","NU","-18.4","11",NA,"-4.5","11","-25.9","9","",,NA,"",,NA,"","","",,NA,"727.6","0.0","2403602"
"ROWLEY ISLAND","69.083","-79.033","NU","-24.8","0",NA,"-13.7","0","-34.0","0","",,NA,"",,NA,"","","",,NA,"1327.2","0.0","2403625"
"STEFANSSON ISLAND","73.766","-105.296","NU","-28.5","6",NA,"-19.8","3","-36.6","4","",,NA,"0.6","8",NA,"","0","",,NA,"1161.5","0.0","2403756"
"SVARTEVAEG","81.161","-91.816","NU","-28.1","19",NA,"-20.5","19","-35.7","18","",,NA,"0.8","19",NA,"","0","",,NA,"553.7","0.0","2403833"
"TALOYOAK A","69.547","-93.577","NU","-31.5","1",NA,"-21.0","1","-42.7","0","5.0","3",NA,"5.0","3",NA,"21.0","1","",,NA,"1485.2","0.0","2403855"
"WAGER BAY (AUT)","65.879","-89.446","NU","",,NA,"",,"",,"",,NA,"1.9","4",NA,"","0","",,NA,"","","2403945"
"NANGMAGVIK LAKE","74.139","-119.989","NT","-27.3","12",NA,"-12.5","6","-38.3","10","",,NA,"3.8","24",NA,"","2","",,NA,"861.0","0.0","2500440"
"HOLMAN CS","70.761","-117.800","NT","-24.1","0",NA,"-9.9","0","-33.3","0","",,NA,"7.4","0",NA,"15.0","2","",,NA,"1304.0","0.0","2502505"
"SACHS HARBOUR CLIMATE","71.993","-125.254","NT","-23.1","0",NA,"-8.7","0","-31.9","0","",,NA,"10.8","0",NA,"7.0","3","",,NA,"1273.9","0.0","2503648"
"MOULD BAY CS","76.238","-119.347","NT","-27.9","1",NA,"-18.0","0","-36.3","1","",,NA,"16.0","1",NA,"36.0","8","",,NA,"1376.0","0.0","250M001"
"ABEE AGDM","54.283","-112.967","AB","-2.8","6",NA,"9.9","3","-17.8","4","",,NA,"24.5","6",NA,"","11","",,NA,"518.8","0.0","3010010"
"ALBERT HALL AGCM","53.113","-111.181","AB","0.0","0",NA,"13.3","0","-12.0","0","",,NA,"23.8","0",NA,"","7","",,NA,"558.9","0.0","3010060"
"ALLIANCE AGCM","52.315","-111.779","AB","1.2","1",NA,"15.7","0","-8.3","1","",,NA,"19.8","1",NA,"","6","",,NA,"503.4","0.0","3010162"
"ANDREW AGDM","53.917","-112.279","AB","-1.0","2",NA,"10.8","1","-14.1","1","",,NA,"17.7","2",NA,"","7","",,NA,"551.6","0.0","3010237"
"BELLSHILL AGCM","52.582","-111.465","AB","0.2","18",NA,"15.5","13","-7.4","11","",,NA,"6.8","19",NA,"","2","",,NA,"230.8","0.0","3010650"
"BODO AGDM","52.124","-110.101","AB","0.5","3",NA,"16.4","2","-11.8","1","",,NA,"16.2","3",NA,"","3","",,NA,"490.7","0.0","3010730"
"BRETON","53.167","-114.483","AB","",,NA,"15.0","26","-11.0","26","14.0","28",NA,"50.0","28",NA,"","2","","",NA,"","","3010815"
"BRETON PLOTS","53.089","-114.441","AB","1.8","0",NA,"13.1","0","-10.5","0","",,NA,"20.1","0",NA,"","4","",,NA,"503.5","0.0","3010816"
"BUSBY AGCM","53.931","-113.922","AB","-0.1","0",NA,"11.2","0","-12.1","0","",,NA,"25.1","0",NA,"","6","",,NA,"562.3","0.0","3010979"
"CADOGAN AGCM","52.334","-110.510","AB","1.0","3",NA,"16.7","1","-12.2","2","",,NA,"18.0","3",NA,"","4","",,NA,"476.9","0.0","3010992"
"CAMROSE","53.035","-112.814","AB","1.1","0","5.2","15.8","0","-13.9","0","",,NA,"13.2","0","59.0","","2","",,NA,"524.4","0.0","3011240"
"CAMROSE 2","52.950","-112.800","AB","2.9","28",NA,"15.5","20","-15.0","19","6.0","20",NA,"6.0","20",NA,"0.0","1","","",NA,"45.4","0.0","3011241"
"CARNWOOD","53.234","-114.654","AB","1.9","0",NA,"14.0","0","-14.0","0","11.0","0",NA,"11.0","0",NA,"0.0","3","","",NA,"500.4","0.0","3011350"
"CONSORT AGDM","51.937","-110.713","AB","0.3","6",NA,"15.5","4","-11.4","2","",,NA,"14.4","7",NA,"","5","",,NA,"441.6","0.0","3011815"
"CORONATION CLIMATE","52.074","-111.449","AB","0.7","0",NA,"14.6","0","-10.3","0","",,NA,"14.1","0",NA,"1.0","5","",,NA,"536.6","0.0","3011887"
"CRESTOMERE AGCM","52.733","-113.903","AB","2.1","16",NA,"12.8","12","-11.4","6","",,NA,"5.3","16",NA,"","1","",,NA,"239.2","0.0","3011892"
"DAKOTA WEST","52.750","-113.950","AB","1.1","11","4.4","14.0","11","-14.0","11","3.2","11",NA,"3.2","11",NA,"","1","","",NA,"338.1","0.0","3011953"
"DELBURNE AGCM","52.183","-113.176","AB","1.7","2",NA,"15.1","1","-9.8","1","",,NA,"11.6","3",NA,"","5","",,NA,"471.6","0.0","3012050"
"DEWBERRY AGCM","53.659","-110.588","AB","-2.8","11",NA,"9.2","7","-15.2","5","",,NA,"8.4","10",NA,"","4","",,NA,"415.4","0.0","3012073"
"DONALDA SOUTH","52.517","-112.351","AB","1.6","0",NA,"17.0","0","-12.0","0","13.1","0",NA,"20.4","0",NA,"0.0","5","","",NA,"507.3","0.0","3012095"
"EDGERTON AGCM","52.778","-110.433","AB","-0.1","6",NA,"13.3","4","-12.0","2","",,NA,"11.5","6",NA,"","4","",,NA,"453.5","0.0","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","1.2","0",NA,"14.2","0","-15.4","0","",,NA,"",,NA,"","","",,NA,"519.6","0.0","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","2.4","0",NA,"14.0","0","-9.8","0","",,NA,"14.3","0",NA,"","4","",,NA,"482.7","0.0","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","1.2","0",NA,"13.3","0","-9.2","0","",,NA,"10.5","1",NA,"","5","",,NA,"520.2","0.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","1.2","0",NA,"13.8","0","-15.0","0","7.2","0",NA,"10.7","1",NA,"","2","",,NA,"522.0","0.0","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","1.0","2",NA,"13.5","2","-11.0","1","",,NA,"10.4","1",NA,"","3","",,NA,"492.4","0.0","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","2.0","0","4.7","13.2","0","-9.0","0","19.0","0","95.0","19.4","0","106.0","0.0","5","",,NA,"496.8","0.0","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","0.7","0","5.8","12.6","0","-14.5","0","",,NA,"23.3","0","108.0","","5","",,NA,"536.7","0.0","3012275"
"FABYAN","52.967","-111.000","AB","-1.0","0","4.4","13.5","0","-19.0","0","14.8","0","93.0","25.8","0","147.0","","5","","",NA,"589.4","0.0","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","0.8","6",NA,"15.2","2","-11.0","6","",,NA,"9.0","8",NA,"","3","",,NA,"430.4","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","1.7","0","3.6","16.0","0","-12.0","0","13.8","0","101.0","19.6","0","125.0","0.0","4","","",NA,"505.8","0.0","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","1.3","3",NA,"16.0","2","-9.9","1","",,NA,"17.8","3",NA,"","4","",,NA,"467.8","0.0","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","2.6","23","6.2","12.0","23","-6.0","23","4.0","23",NA,"4.0","23",NA,"","1","","",NA,"123.4","0.0","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","-0.1","6",NA,"11.8","5","-12.6","1","",,NA,"17.7","6",NA,"","7","",,NA,"452.5","0.0","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","1.6","3",NA,"12.8","1","-9.6","2","",,NA,"",,NA,"","","",,NA,"459.5","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","1.0","0",NA,"15.0","0","-11.3","0","",,NA,"7.4","13",NA,"","2","",,NA,"528.0","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","0.6","4",NA,"15.5","2","-10.7","2","",,NA,"12.2","4",NA,"","4","",,NA,"470.1","0.0","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","0.1","7",NA,"13.0","5","-11.0","4","",,NA,"15.6","7",NA,"","4","",,NA,"430.0","0.0","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","0.5","3",NA,"15.7","1","-12.4","2","",,NA,"22.1","4",NA,"","7","",,NA,"489.9","0.0","3013362"
"KILLAM AGDM","52.848","-111.872","AB","1.2","1",NA,"15.6","0","-11.7","1","",,NA,"30.9","1",NA,"","10","",,NA,"503.1","0.0","3013640"
"KESSLER AGCM","52.290","-111.113","AB","0.3","15",NA,"15.9","9","-15.4","8","",,NA,"7.5","14",NA,"","2","",,NA,"283.6","0.0","3013644"
"KITSCOTY AGCM","53.353","-110.416","AB","-1.8","2",NA,"9.0","1","-14.9","1","",,NA,"37.0","2",NA,"","14","",,NA,"574.0","0.0","3013660"
"LEGAL AGCM","54.003","-113.474","AB","0.5","7",NA,"11.9","3","-9.3","4","",,NA,"26.4","7",NA,"","6","",,NA,"419.9","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","-2.5","7",NA,"9.8","4","-19.4","3","",,NA,"24.1","7",NA,"","7","",,NA,"492.1","0.0","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","-2.3","3",NA,"8.7","3","-14.7","3","",,NA,"1.5","9",NA,"","1","",,NA,"569.2","0.0","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","-2.3","1","3.4","8.5","1","-14.7","1","31.0","1",NA,"31.8","1",NA,"5.0","8","","",NA,"607.5","0.0","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"16.2","0","96.0","16.6","0","92.0","0.0","4","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","-1.0","0",NA,"11.2","0","-12.6","0","",,NA,"29.3","0",NA,"","8","",,NA,"588.9","0.0","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"18.4","0","129.0","22.2","0","131.0","0.0","6","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","0.2","14",NA,"12.1","12","-8.0","8","",,NA,"20.1","15",NA,"","4","",,NA,"302.7","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","-1.9","4",NA,"11.1","3","-16.8","2","",,NA,"19.9","4",NA,"","8","",,NA,"537.0","0.0","3014690"
"NEW SEREPTA AGCM","53.262","-113.165","AB","1.0","5",NA,"14.6","3","-11.5","3","",,NA,"10.9","5",NA,"","2","",,NA,"443.0","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","1.1","3",NA,"13.0","1","-10.5","2","",,NA,"",,NA,"","","",,NA,"474.4","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","-0.2","0",NA,"12.4","0","-12.0","0","",,NA,"",,NA,"","","",,NA,"562.8","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","0.1","0",NA,"12.4","0","-12.8","0","",,NA,"24.0","0",NA,"","7","",,NA,"556.2","0.0","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","-0.5","11",NA,"16.6","9","-12.0","5","",,NA,"17.4","11",NA,"","3","",,NA,"369.3","0.0","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","-1.8","1",NA,"9.9","0","-14.6","1","",,NA,"20.5","2",NA,"","6","",,NA,"593.9","0.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","0.7","3",NA,"13.7","3","-17.9","3","",,NA,"13.9","3",NA,"","4","",,NA,"484.1","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","1.5","0",NA,"16.5","0","-10.9","0","",,NA,"15.5","0",NA,"","4","",,NA,"512.2","0.0","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","-2.2","3",NA,"10.1","1","-14.5","2","",,NA,"24.1","3",NA,"","6","",,NA,"564.5","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","-2.3","27",NA,"5.0","23","-8.7","24","",,NA,"5.1","28",NA,"","1","",,NA,"81.3","0.0","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","1.5","8",NA,"20.3","5","-11.4","4","",,NA,"6.7","10",NA,"","3","",,NA,"378.7","0.0","3015797"
"SEDGEWICK TOWN","52.783","-111.700","AB","0.6","0","5.7","15.0","0","-13.0","0","10.0","0","72.0","18.0","0","126.0","0.0","4","","",NA,"539.5","0.0","3015808"
"SHONTS AGCM","53.333","-112.539","AB","0.8","2",NA,"13.6","1","-10.7","1","",,NA,"16.9","2",NA,"","5","",,NA,"499.4","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","-0.7","0",NA,"10.9","0","-11.7","0","",,NA,"30.3","0",NA,"","9","",,NA,"579.3","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","-0.4","7",NA,"12.9","7","-11.3","3","",,NA,"10.8","7",NA,"","3","",,NA,"440.4","0.0","3016070"
"STETTLER AGDM","52.347","-112.596","AB","1.6","1",NA,"15.4","0","-9.1","1","",,NA,"14.2","1",NA,"","3","",,NA,"492.1","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","1.6","3",NA,"13.0","2","-12.0","2","",,NA,"8.1","4",NA,"","3","",,NA,"459.8","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","2.1","3",NA,"12.5","1","-10.2","2","",,NA,"21.5","3",NA,"","9","",,NA,"443.9","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","-2.3","6",NA,"10.0","4","-17.9","2","",,NA,"19.2","6",NA,"","6","",,NA,"507.6","0.0","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"15.4","0",NA,"19.0","0",NA,"0.0","5","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","-0.6","3",NA,"11.3","1","-11.4","2","",,NA,"16.9","3",NA,"","7","",,NA,"519.6","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","-0.7","4",NA,"11.6","2","-14.5","2","",,NA,"24.3","6",NA,"","7","",,NA,"505.0","0.0","3016802"
"VIKING AGCM","53.182","-111.732","AB","0.5","4",NA,"12.9","2","-8.4","3","",,NA,"18.9","5",NA,"","7","",,NA,"473.5","0.0","3016841"
"VIKING NORTH 3","53.283","-111.767","AB","-0.3","2",NA,"13.0","1","-15.0","1","53.9","1",NA,"55.9","1",NA,"0.0","6","","",NA,"530.1","0.0","3016845"
"VILNA AGCM","54.130","-111.921","AB","-1.5","3",NA,"9.6","2","-13.5","1","",,NA,"18.9","3",NA,"","5","",,NA,"546.5","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","1.8","0",NA,"13.8","0","-9.4","0","",,NA,"25.3","0",NA,"","4","",,NA,"501.6","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","0.8","0","5.9","13.6","0","-13.1","0","",,NA,"19.4","0","122.0","","5","",,NA,"532.8","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","1.5","5",NA,"13.9","4","-11.2","2","",,NA,"9.5","8",NA,"","3","",,NA,"430.1","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","1.7","1",NA,"13.2","1","-9.2","0","",,NA,"15.0","1",NA,"","4","",,NA,"488.4","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","1.5","0",NA,"18.2","0","-12.3","0","",,NA,"7.6","0",NA,"","3","",,NA,"512.8","0.0","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","2.6","2","6.6","15.0","1","-13.0","1","12.0","1",NA,"12.0","1",NA,"0.0","3","","",NA,"446.9","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","0.6","0",NA,"16.4","0","-11.9","0","",,NA,"20.3","0",NA,"","4","",,NA,"540.1","0.0","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","2.4","5",NA,"18.0","2","-11.3","3","",,NA,"9.3","6",NA,"","3","",,NA,"404.6","0.0","3020035"
"ATLEE AGCM","50.810","-111.006","AB","2.4","6",NA,"17.7","4","-10.4","3","",,NA,"5.5","6",NA,"","2","",,NA,"389.9","0.0","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","2.5","0",NA,"16.6","0","-10.1","0","",,NA,"3.8","0",NA,"","0","",,NA,"479.4","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","1.3","10",NA,"15.0","8","-12.3","3","",,NA,"18.5","10",NA,"","9","",,NA,"351.1","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","1.4","4",NA,"15.9","2","-10.7","2","",,NA,"11.6","5",NA,"","3","",,NA,"448.8","0.0","3021912"
"CRAIGMYLE","51.767","-112.283","AB","2.2","6","5.1","15.5","6","-8.0","6","6.4","6",NA,"6.4","6",NA,"0.0","2","","",NA,"395.9","0.0","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","3.1","0",NA,"18.4","0","-13.9","0","",,NA,"1.3","27",NA,"","1","",,NA,"463.2","0.0","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","0.7","7",NA,"14.4","6","-18.4","1","",,NA,"11.4","8",NA,"","2","",,NA,"414.2","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","1.8","3",NA,"15.8","2","-9.3","2","",,NA,"7.6","3",NA,"","4","",,NA,"452.5","0.0","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","1.3","0",NA,"13.3","0","-13.6","0","",,NA,"16.8","0",NA,"1.0","4","",,NA,"516.5","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","0.5","2",NA,"12.8","0","-18.4","2","",,NA,"20.4","2",NA,"","4","",,NA,"506.8","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","2.2","0",NA,"17.6","0","-12.0","0","",,NA,"7.2","14",NA,"","2","",,NA,"489.2","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","1.4","1",NA,"15.4","0","-12.5","1","",,NA,"26.9","2",NA,"","11","",,NA,"496.7","0.0","3024668"
"OLDS AGDM","51.759","-114.085","AB","2.6","16",NA,"15.5","15","-8.2","8","",,NA,"3.7","16",NA,"","1","",,NA,"230.3","0.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","0.0","14",NA,"13.3","11","-11.4","10","",,NA,"3.9","16",NA,"","1","",,NA,"305.6","0.0","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","1.8","2",NA,"17.9","1","-13.6","1","",,NA,"6.4","4",NA,"","4","",,NA,"469.9","0.0","3025243"
