"Environment Canada"
"Monthly Values for September - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"PITT MEADOWS CS","49.208","-122.690","BC","15.3","0",NA,"25.5","0","5.1","0","",,NA,"71.0","0",NA,"","9","",,NA,"80.4","0.8","1106178"
"POINT ATKINSON","49.330","-123.265","BC","15.0","1",NA,"21.8","1","8.8","0","",,NA,"63.8","1",NA,"","10","",,NA,"87.1","0.0","1106200"
"RICHMOND DALLYN 2","49.179","-123.087","BC","",,NA,"",,"",,"0.0","0",NA,"73.2","0",NA,"0.0","11","","",NA,"","","1106764"
"PORT MOODY GLENAYRE","49.279","-122.881","BC","14.9","5","-0.1","24.0","5","7.0","5","0.0","5",NA,"119.0","5",NA,"0.0","8","","",NA,"77.7","0.0","1106CL2"
"RICHMOND NATURE PARK","49.171","-123.093","BC","14.7","0","-0.2","24.0","0","3.0","0","0.0","0",NA,"71.2","0","125.0","0.0","12","","",NA,"97.7","0.0","1106PF7"
"SANDHEADS CS","49.106","-123.303","BC","15.0","0",NA,"21.4","0","9.2","0","",,NA,"",,NA,"","","",,NA,"90.8","0.0","1107010"
"SUMAS CANAL","49.113","-122.110","BC","18.8","28",NA,"26.5","20","9.0","19","0.0","20",NA,"52.6","20",NA,"","6","","",NA,"0.2","1.8","1107785"
"VANCOUVER SEA ISLAND CCG","49.183","-123.187","BC","14.6","0",NA,"22.3","0","5.6","0","",,NA,"61.3","0",NA,"","8","",,NA,"101.6","0.1","1108380"
"VANCOUVER INTL A","49.195","-123.184","BC","14.2","0",NA,"21.1","0","5.2","0","0.0","0",NA,"78.4","0",NA,"0.0","9","",,NA,"113.9","0.0","1108395"
"VANCOUVER HARBOUR CS","49.295","-123.122","BC","15.1","0",NA,"21.7","0","8.4","0","",,NA,"81.9","0",NA,"","7","",,NA,"87.4","0.2","1108446"
"WEST VANCOUVER AUT","49.347","-123.193","BC","14.9","0",NA,"23.8","0","6.9","0","",,NA,"119.5","0",NA,"","11","",,NA,"92.1","0.0","1108824"
"WHISTLER ROUNDHOUSE","50.068","-122.947","BC","6.7","17",NA,"16.5","17","1.0","17","0.0","17",NA,"36.9","17",NA,"","6","","",NA,"147.3","0.0","1108906"
"WHITE ROCK CAMPBELL SCIENTIFIC","49.018","-122.784","BC","14.9","1",NA,"25.0","1","5.4","0","",,NA,"78.4","1",NA,"","8","",,NA,"91.3","0.0","1108910"
"N VAN SEYMOUR HATCHERY","49.438","-122.967","BC","14.1","3","-0.5","24.0","3","5.0","3","0.0","3",NA,"167.2","3",NA,"0.0","12","","",NA,"104.3","0.0","110N666"
"HOPE A","49.368","-121.498","BC","15.8","11",NA,"27.1","11","5.0","11","",,NA,"99.5","11",NA,"","10","",,NA,"41.8","0.4","1113542"
"HOPE AIRPORT","49.370","-121.493","BC","15.7","0",NA,"27.1","0","5.0","0","",,NA,"106.3","0",NA,"","11","",,NA,"69.7","0.4","1113543"
"HOPE SLIDE","49.267","-121.233","BC","11.6","0","-0.2","24.0","0","2.0","0","0.0","0",NA,"58.7","0","95.0","0.0","12","","",NA,"193.1","0.0","1113581"
"LILLOOET","50.684","-121.934","BC","15.5","0",NA,"27.7","0","2.3","0","",,NA,"",,NA,"","","",,NA,"78.0","3.2","1114619"
"LYTTON A","50.224","-121.582","BC","16.3","8",NA,"29.1","8","2.4","8","",,NA,"13.7","8",NA,"","4","",,NA,"48.3","11.5","1114738"
"LYTTON RCS","50.224","-121.582","BC","16.2","0",NA,"29.9","0","2.2","0","",,NA,"17.7","0",NA,"","7","",,NA,"66.6","12.3","1114746"
"HEDLEY N","49.364","-120.069","BC","15.2","4",NA,"31.0","4","3.0","4","0.0","4",NA,"28.0","4",NA,"0.0","6","","",NA,"73.6","1.8","1123370"
"JELLICOE","49.673","-120.333","BC","11.3","2",NA,"27.5","2","-1.5","2","0.0","2",NA,"25.4","2",NA,"0.0","10","","",NA,"186.3","0.0","1123721"
"KELOWNA","49.957","-119.378","BC","13.6","12",NA,"28.7","12","1.6","12","",,NA,"24.7","12",NA,"","6","",,NA,"78.7","0.0","1123939"
"KELOWNA UBCO","49.941","-119.400","BC","14.6","0",NA,"28.7","0","4.1","0","",,NA,"20.8","0",NA,"","6","",,NA,"102.4","1.4","1123996"
"KELOWNA MWS0","49.950","-119.400","BC","14.5","16",NA,"27.5","10","4.0","16","",,NA,"16.6","24",NA,"0.0","5","","",NA,"49.4","0.8","11239R0"
"MERRITT","50.113","-120.778","BC","12.6","0",NA,"29.5","0","-1.6","0","",,NA,"28.2","4",NA,"","6","",,NA,"162.7","0.2","1125073"
"MERRITT STP","50.114","-120.801","BC","13.6","0","-0.3","29.5","0","0.5","0","0.0","0",NA,"20.4","0","83.0","0.0","8","","",NA,"132.1","1.0","1125079"
"OKANAGAN CENTRE","50.056","-119.445","BC","15.5","0","0.2","25.0","0","7.0","0","0.0","0",NA,"40.8","0","130.0","0.0","7","","",NA,"78.7","2.9","1125700"
"OLIVER STP","49.179","-119.545","BC","15.9","13","-0.5","29.5","13","3.0","13","0.0","29",NA,"11.2","27",NA,"","3","","",NA,"37.8","1.9","1125766"
"OSOYOOS CS","49.028","-119.441","BC","16.6","0","-0.7","29.2","0","3.3","0","",,NA,"7.0","0",NA,"","3","",,NA,"51.6","9.6","1125852"
"PEACHLAND","49.783","-119.717","BC","15.8","4","0.0","27.0","4","7.0","4","0.0","3",NA,"30.0","3",NA,"","7","","",NA,"63.7","6.6","1126070"
"PENTICTON A","49.463","-119.602","BC","15.5","2",NA,"27.6","2","4.5","0","0.0","0",NA,"32.0","0",NA,"","9","",,NA,"73.6","4.5","1126146"
"PRINCETON A","49.468","-120.513","BC","12.7","0","-0.5","29.0","0","-1.0","0","0.0","0","0.0","19.3","0","81.0","0.0","7","","",NA,"157.8","0.0","1126510"
"VERNON AUTO","50.223","-119.194","BC","14.0","0",NA,"26.3","0","4.0","0","",,NA,"26.1","0",NA,"","5","",,NA,"120.0","0.3","1128582"
"VERNON NORTH","50.344","-119.271","BC","14.1","1","-1.2","26.0","1","4.5","1","0.0","1",NA,"46.8","1",NA,"0.0","11","","",NA,"113.4","0.8","1128583"
"VERNON SILVER STAR LODGE","50.359","-119.056","BC","7.5","22",NA,"14.5","22","2.0","22","0.0","22",NA,"29.5","22",NA,"","6","","",NA,"83.8","0.0","1128584"
"PRINCETON CS","49.465","-120.510","BC","12.8","0",NA,"29.0","0","-0.7","0","",,NA,"15.0","0",NA,"","6","",,NA,"155.5","0.0","112FN0M"
"SUMMERLAND CS","49.563","-119.649","BC","15.0","0","-1.0","28.9","0","5.5","0","",,NA,"35.0","0",NA,"","8","",,NA,"93.7","3.2","112G8L1"
"MIDWAY","49.004","-118.772","BC","14.0","0","-0.3","34.0","0","-0.5","0","0.0","0",NA,"20.2","0","90.0","0.0","7","","",NA,"120.1","0.5","1135126"
"BILLINGS","49.017","-118.228","BC","14.6","4","-1.1","28.5","4","3.0","4","0.0","4",NA,"28.6","4",NA,"0.0","8","","",NA,"88.2","0.0","1140876"
"CASTLEGAR A","49.296","-117.633","BC","14.8","0","0.2","29.5","0","1.5","0","0.0","0",NA,"37.8","0","89.0","0.0","9","","",NA,"97.7","2.3","1141455"
"CASTLEGAR BCHPA DAM","49.343","-117.774","BC","14.8","2","0.1","28.0","1","2.0","1","0.0","1",NA,"43.0","1",NA,"0.0","8","","",NA,"91.9","2.1","1141457"
"DUNCAN LAKE DAM","50.239","-116.972","BC","12.3","0","0.2","24.0","0","0.0","0","0.0","0",NA,"65.2","0","123.0","0.0","14","","",NA,"171.3","0.0","1142574"
"KASLO","49.913","-116.921","BC","14.6","19","1.1","25.0","19","6.0","19","0.0","19",NA,"18.4","19",NA,"","4","","",NA,"37.6","0.0","1143900"
"NAKUSP CS","50.269","-117.817","BC","13.3","0",NA,"25.4","0","3.4","0","",,NA,"44.0","0",NA,"","10","",,NA,"142.2","0.2","1145297"
"NELSON NE","49.586","-117.206","BC","14.4","0",NA,"26.0","0","3.5","0","0.0","0",NA,"62.4","0",NA,"0.0","12","","",NA,"109.3","0.8","1145442"
"NEW DENVER","49.996","-117.370","BC","13.7","0","-0.1","24.0","0","3.5","0","0.0","0",NA,"78.8","0","143.0","0.0","10","","",NA,"128.8","1.0","1145460"
"NELSON CS","49.491","-117.305","BC","14.9","0",NA,"26.8","0","3.6","0","",,NA,"51.4","0",NA,"","6","",,NA,"94.3","2.5","1145M29"
"WARFIELD RCS","49.112","-117.739","BC","15.0","0",NA,"29.2","0","2.5","0","",,NA,"34.2","0",NA,"","13","",,NA,"91.0","1.8","1148705"
"CRESTON CAMPBELL SCIENTIFIC","49.082","-116.501","BC","14.3","1",NA,"27.7","1","3.9","0","",,NA,"23.9","1",NA,"","8","",,NA,"108.4","0.5","114B1F0"
"NELSON RIXEN CREEK","49.512","-117.399","BC","13.9","1",NA,"28.0","1","2.5","1","0.0","1",NA,"61.5","1",NA,"0.0","9","","",NA,"119.8","0.0","114EMDM"
"CRANBROOK A","49.612","-115.782","BC","12.2","0",NA,"26.2","0","-1.1","0","0.0","0",NA,"32.6","0",NA,"","9","",,NA,"175.3","2.4","1152105"
"CRANBROOK AIRPORT AUTO","49.618","-115.789","BC","12.2","0",NA,"26.5","0","-2.0","0","",,NA,"28.2","0",NA,"","6","",,NA,"177.1","2.6","1152106"
"FERNIE","49.489","-115.073","BC","11.2","7","-0.1","25.0","7","-3.0","7","0.0","7",NA,"100.6","7",NA,"0.0","13","","",NA,"156.0","0.0","1152850"
"FORDING RIVER COMINCO","50.149","-114.855","BC","7.0","29","-0.5","18.0","26","-3.5","26","0.0","26",NA,"12.8","26",NA,"","3","","",NA,"11.0","0.0","1152899"
"FT STEELE DANDY CRK","49.524","-115.461","BC","11.2","19",NA,"27.0","12","-3.0","11","0.0","12",NA,"41.4","12",NA,"0.0","5","","",NA,"75.1","0.0","1153034"
"KIMBERLEY PCC","49.632","-115.962","BC","12.0","19","-0.6","26.0","19","2.0","19","0.0","19",NA,"15.6","19",NA,"","5","","",NA,"65.8","0.0","1154203"
"KOOTENAY NP WEST GATE","50.631","-116.061","BC","13.3","20","1.3","25.0","19","0.0","11","0.0","10",NA,"17.2","10",NA,"0.0","4","","",NA,"47.9","0.5","1154410"
"SPARWOOD","49.745","-114.883","BC","10.8","0","0.3","24.0","0","-2.5","0","0.0","0","0.0","48.0","0","101.0","0.0","13","","",NA,"216.2","0.0","1157630"
"SPARWOOD CS","49.745","-114.884","BC","10.4","3",NA,"24.1","3","-3.0","0","",,NA,"40.0","6",NA,"","10","",,NA,"206.4","0.0","1157631"
"WASA","49.807","-115.631","BC","12.5","0","0.2","25.0","0","0.5","0","0.0","0","0.0","34.8","0","90.0","0.0","8","","",NA,"165.4","0.8","1158730"
"ASHCROFT","50.708","-121.281","BC","15.2","1",NA,"29.7","1","1.8","0","",,NA,"25.0","1",NA,"","9","",,NA,"83.0","2.9","1160515"
"BLUE RIVER A","52.129","-119.290","BC","10.4","0","-0.7","25.0","0","-3.0","0","0.0","0","0.0","113.2","0","159.0","0.0","15","","",NA,"228.5","0.0","1160899"
"BLUE RIVER CS","52.129","-119.290","BC","10.0","4",NA,"22.8","4","-3.0","2","",,NA,"87.8","5",NA,"","16","",,NA,"208.6","0.0","1160H99"
"BUFFALO LAKE","51.709","-121.083","BC","8.7","2","-1.1","22.5","2","-5.0","2","0.0","2",NA,"67.2","2",NA,"0.0","15","","",NA,"260.8","0.0","1161104"
"CLEARWATER AUTO","51.653","-120.082","BC","11.7","1",NA,"26.3","1","-1.0","0","",,NA,"74.1","1",NA,"","12","",,NA,"183.1","0.0","1161650"
"CLINTON A","51.266","-121.685","BC","8.1","9",NA,"23.1","9","-6.5","7","",,NA,"35.2","8",NA,"","6","",,NA,"208.3","0.0","1161662"
"CLINTON RCS","51.144","-121.505","BC","9.2","0",NA,"24.3","0","-3.3","0","",,NA,"53.3","0",NA,"","11","",,NA,"264.1","0.0","1161663"
"CRISS CREEK","51.030","-120.728","BC","8.3","3","-1.1","23.5","3","-6.0","3","0.0","3",NA,"75.8","3",NA,"0.0","15","","",NA,"262.5","0.0","1162177"
"DARFIELD","51.292","-120.183","BC","12.2","0","-0.7","25.0","0","-0.5","0","0.0","0",NA,"82.6","0","235.0","0.0","15","","",NA,"173.0","0.0","1162265"
"KAMLOOPS A","50.703","-120.449","BC","14.4","1",NA,"28.0","1","1.8","0","0.0","1",NA,"47.5","0",NA,"","10","",,NA,"105.3","0.2","1163781"
"KAMLOOPS AUT","50.702","-120.442","BC","14.4","0",NA,"27.8","0","1.9","0","",,NA,"40.3","0",NA,"","9","",,NA,"109.1","0.5","1163842"
"100 MILE HOUSE 6NE","51.681","-121.217","BC","9.1","0",NA,"24.0","0","-5.0","0","0.0","0",NA,"138.6","0",NA,"0.0","19","","",NA,"268.1","0.0","1165793"
"RED LAKE","50.935","-120.800","BC","10.1","0","-0.6","23.5","0","-1.0","0","0.0","0","0.0","80.8","0","208.0","0.0","14","","",NA,"238.3","0.0","1166658"
"SILVER CREEK","50.545","-119.350","BC","12.4","0","-1.0","26.5","0","0.5","0","0.0","0",NA,"66.2","0","194.0","0.0","12","","",NA,"166.9","0.0","1167337"
"VAVENBY","51.576","-119.778","BC","11.3","2","-0.7","24.0","1","-1.0","1","0.0","1",NA,"71.8","1",NA,"0.0","17","","",NA,"186.7","0.0","1168520"
"KAMLOOPS PRATT ROAD","50.630","-120.172","BC","11.9","6",NA,"24.0","6","2.0","6","0.0","6",NA,"53.4","6",NA,"0.0","13","","",NA,"146.0","0.0","116C8P0"
"SALMON ARM CS","50.703","-119.291","BC","13.1","0","-1.3","24.3","0","2.7","0","",,NA,"44.8","0",NA,"","10","",,NA,"147.3","0.0","116FRMN"
"GOLDEN A","51.299","-116.982","BC","11.5","0","0.0","25.5","0","0.0","0","0.0","0",NA,"43.8","0","115.0","0.0","11","","",NA,"195.9","0.0","1173210"
"GOLDEN AIRPORT","51.300","-116.984","BC","11.3","0",NA,"25.0","0","0.3","0","",,NA,"30.8","0",NA,"","9","",,NA,"201.0","0.0","1173220"
"GOLDSTREAM RIVER","51.630","-118.425","BC","10.8","0","-0.5","27.0","0","-5.0","0","0.0","0","0.0","125.0","0","166.0","0.0","20","","",NA,"215.5","0.0","1173242"
"MICA DAM","52.053","-118.585","BC","11.3","18","-0.1","18.0","10","2.0","10","0.0","11",NA,"61.0","10",NA,"","11","","",NA,"80.1","0.0","1175122"
"REVELSTOKE A","50.967","-118.183","BC","12.7","5",NA,"23.7","5","3.2","5","",,NA,"74.4","5",NA,"","14","",,NA,"132.3","0.0","1176745"
"REVELSTOKE AIRPORT AUTO","50.958","-118.176","BC","13.0","1",NA,"24.2","1","3.6","0","",,NA,"57.5","1",NA,"","12","",,NA,"145.0","0.0","1176755"
"YOHO PARK","51.443","-116.345","BC","7.1","0",NA,"21.2","0","-3.8","0","",,NA,"69.1","0",NA,"","15","",,NA,"326.9","0.0","11790J1"
"YOHO NP EMERALD LAKE","51.433","-116.541","BC","",,NA,"",,"-6.5","8","0.0","8",NA,"47.4","8",NA,"0.0","12","","",NA,"","","117R00G"
"YOHO NP OHARA LAKE","51.356","-116.337","BC","4.9","4",NA,"16.0","4","-3.0","0","10.0","0",NA,"124.4","0",NA,"0.0","19","","",NA,"340.1","0.0","117R00H"
"CHETWYND A","55.687","-121.627","BC","10.5","0","0.6","24.5","0","-5.0","0","43.0","0","######","42.9","0","104.0","0.0","10","","",NA,"225.5","0.0","1181508"
"DAWSON CREEK A","55.742","-120.183","BC","9.7","3",NA,"24.1","3","-5.4","3","",,NA,"38.3","3",NA,"","5","",,NA,"225.3","0.0","1182289"
"FORT ST. JOHN A","56.238","-120.740","BC","10.1","0",NA,"24.0","0","-4.2","0","1.0","0",NA,"42.5","0",NA,"1.0","7","",,NA,"236.9","0.0","1183001"
"MACKENZIE","55.299","-123.133","BC","9.4","5",NA,"23.5","5","-3.2","5","",,NA,"52.0","5",NA,"","6","",,NA,"214.6","0.0","1184791"
"MACKENZIE AIRPORT AUTO","55.305","-123.138","BC","9.7","0",NA,"23.6","0","-2.7","0","",,NA,"54.7","0",NA,"","8","",,NA,"250.1","0.0","1184793"
"DEASE LAKE A","58.422","-130.031","BC","5.8","23",NA,"15.1","23","-2.0","22","",,NA,"10.1","23",NA,"","2","",,NA,"85.6","0.0","1192341"
"FORT NELSON A","58.836","-122.597","BC","9.6","0",NA,"24.8","0","-1.5","0","0.0","0",NA,"85.8","0",NA,"","10","",,NA,"250.8","0.0","1192946"
"FORT NELSON","58.841","-122.574","BC","9.8","1",NA,"22.0","1","-1.1","0","",,NA,"80.4","1",NA,"","5","",,NA,"237.9","0.0","1192948"
"FORT NELSON UA","58.841","-122.573","BC","10.1","3",NA,"25.0","3","-1.0","3","0.0","3",NA,"84.4","3",NA,"0.0","6","","",NA,"212.0","0.0","1192950"
"DEASE LAKE (AUT)","58.426","-130.025","BC","7.1","0",NA,"17.6","0","-3.4","0","",,NA,"39.1","0",NA,"","9","",,NA,"326.3","0.0","119BLM0"
"ATLIN","59.567","-133.700","BC","9.1","0","1.0","17.5","0","-3.0","0","0.0","0","0.0","56.2","0","134.0","0.0","6","","",NA,"266.6","0.0","1200560"
"PLEASANT CAMP","59.450","-136.367","BC","9.7","0","1.1","21.0","0","-1.0","0","0.0","0","0.0","161.0","0","108.0","0.0","14","","",NA,"248.1","0.0","1206197"
"BURWASH A","61.371","-139.040","YT","6.3","6",NA,"19.7","6","-10.3","6","",,NA,"1.0","6",NA,"","1","",,NA,"281.9","0.0","2100181"
"BURWASH AIRPORT AUTO BC","61.367","-139.017","YT","6.0","1",NA,"19.3","1","-11.5","0","",,NA,"1.5","2",NA,"","0","",,NA,"347.4","0.0","2100184"
"CARMACKS CS","62.115","-136.192","YT","7.6","1",NA,"22.0","1","-8.1","0","",,NA,"9.6","1",NA,"","3","",,NA,"301.3","0.0","2100301"
"FARO (AUT)","62.208","-133.376","YT","7.2","1",NA,"18.7","1","-6.3","0","",,NA,"19.0","1",NA,"","3","",,NA,"313.1","0.0","2100518"
"HAINES JUNCTION","60.773","-137.580","YT","6.8","0",NA,"21.3","0","-8.7","0","",,NA,"16.1","0",NA,"","3","",,NA,"334.9","0.0","2100630"
"HERSCHEL ISLAND","69.568","-138.913","YT","2.7","0",NA,"12.8","0","-6.1","0","",,NA,"25.4","1",NA,"","7","",,NA,"457.6","0.0","2100636"
"IVVAVIK NAT. PARK","69.164","-140.150","YT","1.8","0",NA,"15.3","0","-10.1","0","",,NA,"18.2","0",NA,"","9","",,NA,"486.8","0.0","2100660"
"MACMILLAN PASS","63.244","-130.037","YT","3.4","0",NA,"14.4","0","-10.3","0","",,NA,"63.4","0",NA,"0.0","9","",,NA,"437.4","0.0","2100693"
"MARGARET LAKE","68.801","-140.848","YT","-0.3","1",NA,"14.5","1","-14.5","0","",,NA,"",,NA,"","","",,NA,"531.9","0.0","2100697"
"MAYO A","63.616","-135.868","YT","7.3","0",NA,"19.2","0","-6.9","0","0.0","0",NA,"29.6","0",NA,"","7","",,NA,"321.8","0.0","2100701"
"OLD CROW RCS","67.571","-139.839","YT","3.9","1",NA,"16.6","1","-4.0","0","",,NA,"37.9","1",NA,"","6","",,NA,"410.3","0.0","2100805"
"ROCK RIVER","66.981","-136.218","YT","2.4","1",NA,"14.2","1","-5.5","0","",,NA,"23.4","1",NA,"","4","",,NA,"453.0","0.0","2100935"
"DAWSON","64.061","-139.127","YT","6.8","1",NA,"19.8","1","-6.1","0","",,NA,"31.6","1",NA,"0.0","7","",,NA,"324.6","0.0","2100LRP"
"TESLIN (AUT)","60.167","-132.733","YT","7.6","0",NA,"17.2","0","-4.3","0","",,NA,"26.3","1",NA,"","4","",,NA,"312.9","0.0","2101102"
"WATSON LAKE (AUT)","60.116","-128.832","YT","8.0","1",NA,"18.9","1","-4.5","0","",,NA,"44.5","1",NA,"0.0","7","",,NA,"290.3","0.0","2101204"
"WHITEHORSE A","60.709","-135.067","YT","8.4","1",NA,"18.7","0","-3.7","1","",,NA,"",,NA,"","","",,NA,"278.8","0.0","2101303"
"WHITEHORSE AUTO","60.733","-135.098","YT","8.0","1",NA,"19.2","1","-3.9","0","",,NA,"27.5","1",NA,"0.0","6","",,NA,"290.8","0.0","2101310"
"COLVILLE LAKE","67.021","-126.123","NT","4.9","4",NA,"18.0","2","-2.9","2","",,NA,"",,NA,"","","",,NA,"339.9","0.0","2200824"
"DELINE CS","65.209","-123.433","NT","5.5","0",NA,"19.4","0","-6.9","0","",,NA,"",,NA,"","","",,NA,"375.4","0.0","2201022"
"DEADMEN VALLEY","61.257","-124.468","NT","8.0","8",NA,"22.3","4","-5.1","6","",,NA,"13.1","18",NA,"","2","",,NA,"221.1","0.0","22010H0"
"FORT GOOD HOPE CS","66.242","-128.644","NT","6.5","0",NA,"19.8","0","-3.0","0","",,NA,"41.7","0",NA,"","6","",,NA,"345.5","0.0","2201450"
"FORT LIARD","60.233","-123.467","NT","9.7","0",NA,"22.6","0","-4.6","0","",,NA,"",,NA,"","","",,NA,"250.0","0.0","2201579"
"FORT PROVIDENCE","61.317","-117.602","NT","9.1","2",NA,"23.5","2","-2.9","0","",,NA,"",,NA,"","","",,NA,"250.4","0.0","2201799"
"FORT RELIANCE (AUT)","62.711","-109.168","NT","8.3","1",NA,"21.0","1","-0.8","1","",,NA,"41.0","2",NA,"","7","",,NA,"280.1","0.0","2201903"
"FORT SIMPSON CLIMATE","61.760","-121.237","NT","8.2","0",NA,"25.7","0","-5.0","0","",,NA,"23.2","0",NA,"","7","",,NA,"292.6","0.0","2202102"
"FORT SIMPSON A","61.760","-121.237","NT","8.3","2",NA,"25.5","1","-4.6","1","0.0","0",NA,"29.2","0",NA,"","10","",,NA,"270.5","0.0","2202103"
"FORT SMITH A","60.020","-111.962","NT","9.5","0",NA,"20.6","0","-2.7","0","0.0","0",NA,"50.0","0",NA,"","10","",,NA,"256.0","0.0","2202201"
"FORT SMITH CLIMATE","60.026","-111.929","NT","9.7","0",NA,"21.6","0","-3.1","0","",,NA,"43.8","0",NA,"","8","",,NA,"250.0","0.0","2202202"
"HANBURY RIVER","63.600","-105.133","NT","5.2","0",NA,"17.4","0","-4.8","0","",,NA,"46.8","0",NA,"","11","",,NA,"385.4","0.0","2202351"
"HAY RIVER A","60.840","-115.783","NT","9.4","1",NA,"21.6","1","-2.6","0","0.0","0",NA,"83.9","1",NA,"","11","",,NA,"249.5","0.0","2202401"
"HAY RIVER CLIMATE","60.839","-115.777","NT","9.7","0",NA,"21.7","0","-1.4","0","",,NA,"56.9","1",NA,"","7","",,NA,"250.0","0.0","2202402"
"INNER WHALEBACKS","61.920","-113.726","NT","9.7","26",NA,"13.8","24","5.6","23","",,NA,"",,NA,"","","",,NA,"33.4","0.0","2202560"
"INUVIK CLIMATE","68.317","-133.517","NT","4.5","0",NA,"17.6","0","-2.7","0","",,NA,"28.5","0",NA,"","9","",,NA,"404.5","0.0","2202578"
"LAC LA MARTRE","63.134","-117.245","NT","7.1","0",NA,"22.2","0","-5.2","0","",,NA,"",,NA,"","","",,NA,"328.4","0.0","2202678"
"NORMAN WELLS A","65.281","-126.799","NT","6.2","1",NA,"23.7","1","-4.2","0","2.4","1",NA,"38.8","0",NA,"","11","",,NA,"343.6","0.0","2202801"
"NORMAN WELLS CLIMATE","65.288","-126.753","NT","5.8","0",NA,"24.6","0","-4.7","0","",,NA,"31.4","0",NA,"","9","",,NA,"366.5","0.0","2202810"
"PAULATUK","69.358","-124.083","NT","3.6","0",NA,"16.0","0","-3.1","0","",,NA,"19.5","0",NA,"","4","",,NA,"430.9","0.0","2203058"
"PELLY ISLAND","69.633","-135.444","NT","2.9","0",NA,"11.4","0","-1.9","0","",,NA,"0.0","0",NA,"","0","",,NA,"452.8","0.0","2203095"
"RABBIT KETTLE","61.963","-127.209","NT","7.6","7",NA,"20.6","6","-4.7","4","",,NA,"",,NA,"","","",,NA,"238.5","0.0","2203342"
"TUKTOYAKTUK","69.433","-133.017","NT","3.2","0",NA,"14.2","0","-2.5","0","",,NA,"",,NA,"","","",,NA,"442.7","0.0","2203914"
"TUKTUT NOGAIT","69.199","-122.359","NT","-0.9","1",NA,"12.4","1","-12.2","0","",,NA,"",,NA,"","","",,NA,"548.8","0.0","2203918"
"YELLOWKNIFE A","62.463","-114.440","NT","8.0","0",NA,"17.5","0","-1.6","0","0.0","0",NA,"48.8","0",NA,"","8","",,NA,"301.2","0.0","2204101"
"YELLOWKNIFE-HENDERSON","62.450","-114.383","NT","8.5","2",NA,"16.5","2","-3.5","1","0.0","2",NA,"36.9","2",NA,"","8","","",NA,"265.2","0.0","2204110"
"YOHIN","61.242","-123.742","NT","9.2","5",NA,"24.0","3","-5.6","2","",,NA,"",,NA,"","","",,NA,"221.0","0.0","2204300"
"LIVERPOOL BAY","69.604","-130.911","NT","",,NA,"",,"2.1","29","",,NA,"",,NA,"","","",,NA,"","","220B68C"
"LITTLE CHICAGO","67.179","-130.228","NT","5.5","3",NA,"17.4","3","-2.2","1","",,NA,"",,NA,"","","",,NA,"338.7","0.0","220B6Q3"
"LUTSELK'E CS","62.416","-110.690","NT","7.1","0",NA,"19.6","0","-4.5","0","",,NA,"",,NA,"","","",,NA,"327.0","0.0","220L002"
"LINDBURG LANDING","61.125","-122.851","NT","8.8","0",NA,"24.1","0","-5.4","0","",,NA,"36.6","0",NA,"","7","",,NA,"277.2","0.0","220N003"
"LOWER CARP LAKE","63.603","-113.863","NT","6.6","5",NA,"19.5","5","-2.7","1","",,NA,"",,NA,"","","",,NA,"285.2","0.0","220N004"
"TRAIL VALLEY","68.746","-133.502","NT","3.5","2",NA,"15.5","1","-4.9","1","",,NA,"21.5","2",NA,"","7","",,NA,"407.1","0.0","220N005"
"ARVIAT A","61.094","-94.072","NU","6.6","10",NA,"15.0","10","-0.8","10","",,NA,"36.0","10",NA,"","7","",,NA,"228.2","0.0","2300427"
"BAKER LAKE CLIMATE","64.317","-96.000","NU","5.0","0",NA,"17.0","0","-3.3","0","",,NA,"68.8","0",NA,"","11","",,NA,"390.2","0.0","2300501"
"BAKER LAKE A","64.299","-96.078","NU","5.2","0",NA,"18.2","0","-3.1","0","1.3","1",NA,"66.8","0",NA,"","10","",,NA,"385.0","0.0","2300503"
"BATHURST INLET","66.838","-108.015","NU","5.1","2",NA,"20.7","2","-4.9","1","",,NA,"23.8","4",NA,"","4","",,NA,"361.8","0.0","2300551"
