"Environment Canada"
"Monthly Values for December - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"MISSION WEST ABBEY","49.153","-122.271","BC","-0.4","0","-3.2","8.0","0","-10.5","0","74.8","0","369.0","159.0","0","75.0","0.0","16","","",NA,"571.2","0.0","1105192"
"RICHMOND OPERATIONS CENTRE","49.182","-123.078","BC","",,NA,"",,"",,"",,NA,"228.3","0",NA,"","27","",,NA,"","","1105210"
"N VANC GROUSE MTN RESORT","49.381","-123.078","BC","-4.0","21","-3.0","-0.5","21","-11.0","21","13.0","21",NA,"13.0","21",NA,"","5","","",NA,"219.8","0.0","1105658"
"N VANCOUVER WHARVES","49.315","-123.115","BC","",,NA,"",,"",,"36.0","2",NA,"237.6","2",NA,"0.0","18","","",NA,"","","1105669"
"PITT MEADOWS CS","49.208","-122.690","BC","-0.5","0",NA,"8.6","0","-13.7","0","",,NA,"254.3","0",NA,"7.0","18","",,NA,"574.4","0.0","1106178"
"POINT ATKINSON","49.330","-123.265","BC","2.8","0",NA,"9.8","0","-4.2","0","",,NA,"114.1","0",NA,"","20","",,NA,"471.1","0.0","1106200"
"RICHMOND DALLYN 2","49.179","-123.087","BC","",,NA,"",,"",,"26.2","23",NA,"61.2","23",NA,"0.0","6","","",NA,"","","1106764"
"PORT MOODY GLENAYRE","49.279","-122.881","BC","-0.3","2","-3.7","7.0","2","-10.0","2","34.0","2",NA,"184.3","2",NA,"20.0","11","","",NA,"532.0","0.0","1106CL2"
"RICHMOND NATURE PARK","49.171","-123.093","BC","0.7","0","-2.7","9.5","0","-11.5","0","31.4","0","286.0","163.2","0","98.0","0.0","16","","",NA,"536.6","0.0","1106PF7"
"SANDHEADS CS","49.106","-123.303","BC","2.9","0",NA,"10.3","0","-5.0","0","",,NA,"",,NA,"","","",,NA,"467.6","0.0","1107010"
"SUMAS CANAL","49.113","-122.110","BC","0.6","21",NA,"11.0","17","-9.5","16","0.0","17",NA,"85.0","17",NA,"","7","","",NA,"174.0","0.0","1107785"
"VANCOUVER SEA ISLAND CCG","49.183","-123.187","BC","1.1","0",NA,"9.0","0","-8.1","0","",,NA,"137.7","0",NA,"","16","",,NA,"523.1","0.0","1108380"
"VANCOUVER INTL A","49.195","-123.184","BC","0.9","1",NA,"8.8","1","-8.7","0","27.4","1",NA,"152.0","1",NA,"0.0","17","",,NA,"513.9","0.0","1108395"
"VANCOUVER HARBOUR CS","49.295","-123.122","BC","2.6","1",NA,"8.9","1","-4.8","0","",,NA,"202.3","1",NA,"","18","",,NA,"461.4","0.0","1108446"
"WEST VANCOUVER AUT","49.347","-123.193","BC","1.4","1",NA,"8.3","1","-7.1","0","",,NA,"230.6","1",NA,"0.0","18","",,NA,"497.4","0.0","1108824"
"WHISTLER ROUNDHOUSE","50.068","-122.947","BC","-9.5","0",NA,"-1.5","0","-19.0","0","216.0","0",NA,"216.0","0",NA,"207.0","21","","",NA,"852.5","0.0","1108906"
"WHITE ROCK CAMPBELL SCIENTIFIC","49.018","-122.784","BC","1.9","0",NA,"10.1","0","-8.2","0","",,NA,"81.2","17",NA,"0.0","11","",,NA,"497.9","0.0","1108910"
"N VAN SEYMOUR HATCHERY","49.438","-122.967","BC","-2.1","9","-3.8","3.5","9","-11.0","9","104.8","9",NA,"131.8","9",NA,"0.0","14","","",NA,"441.1","0.0","110N666"
"HOPE A","49.368","-121.498","BC","-2.4","11",NA,"9.3","11","-12.5","11","",,NA,"115.5","11",NA,"","10","",,NA,"408.4","0.0","1113542"
"HOPE AIRPORT","49.370","-121.493","BC","-1.5","0",NA,"9.6","0","-12.7","0","",,NA,"154.5","0",NA,"3.0","16","",,NA,"605.2","0.0","1113543"
"HOPE SLIDE","49.267","-121.233","BC","-6.1","0","-4.3","4.5","0","-24.0","0","192.0","0","272.0","208.4","0","145.0","75.0","19","","",NA,"746.8","0.0","1113581"
"LILLOOET","50.684","-121.934","BC","-4.4","0",NA,"10.0","0","-18.9","0","",,NA,"",,NA,"","","",,NA,"695.1","0.0","1114619"
"LYTTON A","50.224","-121.582","BC","-6.4","15",NA,"7.8","15","-17.5","14","",,NA,"12.5","15",NA,"","2","",,NA,"390.5","0.0","1114738"
"LYTTON RCS","50.224","-121.582","BC","-4.1","0",NA,"9.0","0","-17.9","0","",,NA,"22.0","0",NA,"0.0","5","",,NA,"684.3","0.0","1114746"
"HEDLEY N","49.364","-120.069","BC","-7.1","0",NA,"5.0","0","-22.0","0","29.8","0",NA,"30.2","0",NA,"0.0","10","","",NA,"777.2","0.0","1123370"
"JELLICOE","49.673","-120.333","BC","-10.1","3",NA,"3.0","3","-28.0","3","63.0","3",NA,"64.4","3",NA,"","13","","",NA,"785.9","0.0","1123721"
"KELOWNA","49.957","-119.378","BC","-9.1","11",NA,"2.7","11","-24.1","11","",,NA,"3.0","11",NA,"","1","",,NA,"541.6","0.0","1123939"
"KELOWNA UBCO","49.941","-119.400","BC","-5.3","0",NA,"6.8","0","-21.3","0","",,NA,"24.4","0",NA,"14.0","8","",,NA,"722.8","0.0","1123996"
"KELOWNA MWS0","49.950","-119.400","BC","-5.9","7",NA,"5.0","7","-21.0","7","41.0","22",NA,"29.0","21",NA,"18.0","8","","",NA,"573.2","0.0","11239R0"
"MERRITT","50.113","-120.778","BC","-8.3","0",NA,"8.3","0","-32.2","0","",,NA,"0.4","29",NA,"","0","",,NA,"815.1","0.0","1125073"
"MERRITT STP","50.114","-120.801","BC","-7.7","0","-4.0","7.5","0","-27.5","0","35.2","0","155.0","35.2","0","98.0","0.0","9","","",NA,"795.5","0.0","1125079"
"OKANAGAN CENTRE","50.056","-119.445","BC","-2.9","0","-2.9","8.0","0","-15.0","0","55.0","0","224.0","62.4","0","154.0","11.0","13","","",NA,"647.8","0.0","1125700"
"OLIVER STP","49.179","-119.545","BC","-4.0","17","-2.8","8.0","17","-12.0","17","2.0","30",NA,"2.0","30",NA,"","1","","",NA,"307.8","0.0","1125766"
"OSOYOOS CS","49.028","-119.441","BC","-4.0","0","-3.3","6.2","0","-15.4","0","",,NA,"15.0","0",NA,"7.0","4","",,NA,"683.4","0.0","1125852"
"PEACHLAND","49.783","-119.717","BC","-3.2","0","-2.7","8.0","0","-16.5","0","68.0","0","217.0","71.2","0","155.0","15.0","12","","",NA,"655.9","0.0","1126070"
"PENTICTON A","49.463","-119.602","BC","-4.2","0",NA,"8.9","0","-15.4","0","16.6","0",NA,"28.2","0",NA,"1.0","8","",,NA,"689.1","0.0","1126146"
"PRINCETON A","49.468","-120.513","BC","-10.1","0","-4.4","6.0","0","-29.0","0","40.2","0","107.0","31.4","0","86.0","22.0","12","","",NA,"869.8","0.0","1126510"
"VERNON AUTO","50.223","-119.194","BC","-6.3","0",NA,"6.5","0","-19.5","0","",,NA,"33.7","0",NA,"","12","",,NA,"752.6","0.0","1128582"
"VERNON NORTH","50.344","-119.271","BC","-5.1","1","-2.9","6.5","1","-19.5","1","61.6","1",NA,"63.8","1",NA,"20.0","13","","",NA,"691.8","0.0","1128583"
"VERNON SILVER STAR LODGE","50.359","-119.056","BC","-11.3","0",NA,"-3.0","0","-25.0","0","130.0","0",NA,"130.0","0",NA,"80.0","20","","",NA,"908.8","0.0","1128584"
"PRINCETON CS","49.465","-120.510","BC","-10.9","0",NA,"6.4","0","-29.8","0","",,NA,"32.0","0",NA,"20.0","10","",,NA,"896.3","0.0","112FN0M"
"SUMMERLAND CS","49.563","-119.649","BC","-4.7","0","-3.8","7.7","0","-16.7","0","",,NA,"7.0","0",NA,"","2","",,NA,"703.5","0.0","112G8L1"
"MIDWAY","49.004","-118.772","BC","-7.4","1","-3.2","5.0","1","-24.5","1","37.0","1",NA,"37.0","1",NA,"14.0","11","","",NA,"762.9","0.0","1135126"
"BILLINGS","49.017","-118.228","BC","-6.1","7","-2.6","7.0","7","-19.5","7","28.2","7",NA,"28.6","7",NA,"23.0","9","","",NA,"578.1","0.0","1140876"
"CASTLEGAR A","49.296","-117.633","BC","-3.9","0","-1.8","5.5","0","-16.0","0","78.8","0","122.0","61.0","0","68.0","37.0","13","","",NA,"678.8","0.0","1141455"
"CASTLEGAR BCHPA DAM","49.343","-117.774","BC","-4.3","10","-2.8","5.0","7","-14.5","7","42.0","7",NA,"42.4","7",NA,"11.0","8","","",NA,"467.3","0.0","1141457"
"DUNCAN LAKE DAM","50.239","-116.972","BC","-4.5","0","-1.8","5.0","0","-16.5","0","59.6","0","103.0","65.1","0","71.0","22.0","14","","",NA,"696.4","0.0","1142574"
"NAKUSP CS","50.269","-117.817","BC","-3.8","0",NA,"4.8","0","-13.5","0","",,NA,"31.1","12",NA,"26.0","9","",,NA,"676.6","0.0","1145297"
"NELSON NE","49.586","-117.206","BC","-1.8","10",NA,"4.5","10","-9.5","10","42.8","10",NA,"52.4","10",NA,"31.0","11","","",NA,"416.2","0.0","1145442"
"NEW DENVER","49.996","-117.370","BC","-3.6","0","-1.7","4.0","0","-16.0","0","75.4","0","137.0","88.8","0","94.0","27.0","19","","",NA,"669.9","0.0","1145460"
"NELSON CS","49.491","-117.305","BC","-3.1","0",NA,"4.1","0","-11.9","0","",,NA,"46.4","0",NA,"26.0","11","",,NA,"655.6","0.0","1145M29"
"WARFIELD RCS","49.112","-117.739","BC","-5.2","2",NA,"5.7","1","-18.6","2","",,NA,"60.1","3",NA,"37.0","15","",,NA,"672.7","0.0","1148705"
"CRESTON CAMPBELL SCIENTIFIC","49.082","-116.501","BC","-4.2","0",NA,"6.1","0","-18.8","0","",,NA,"48.9","0",NA,"20.0","12","",,NA,"688.4","0.0","114B1F0"
"NELSON RIXEN CREEK","49.512","-117.399","BC","-4.8","3",NA,"2.5","3","-14.5","3","125.0","3",NA,"125.6","3",NA,"51.0","17","","",NA,"639.1","0.0","114EMDM"
"CRANBROOK A","49.612","-115.782","BC","-10.9","1",NA,"2.7","1","-27.4","0","48.8","0",NA,"46.6","0",NA,"27.0","10","",,NA,"865.6","0.0","1152105"
"CRANBROOK AIRPORT AUTO","49.618","-115.789","BC","-9.9","0",NA,"5.0","0","-26.1","0","",,NA,"38.7","0",NA,"27.0","8","",,NA,"864.8","0.0","1152106"
"FERNIE","49.489","-115.073","BC","-10.6","9","-4.5","6.0","9","-31.0","9","52.6","9",NA,"52.6","9",NA,"","8","","",NA,"629.4","0.0","1152850"
"FORDING RIVER COMINCO","50.149","-114.855","BC","-12.4","29","-1.1","-2.0","25","-34.5","24","31.2","25",NA,"31.2","25",NA,"","3","","",NA,"60.8","0.0","1152899"
"FT STEELE DANDY CRK","49.524","-115.461","BC","-11.0","14",NA,"3.5","7","-29.0","7","56.6","7",NA,"56.6","7",NA,"21.0","10","","",NA,"492.8","0.0","1153034"
"KIMBERLEY PCC","49.632","-115.962","BC","-11.7","20","-4.9","0.5","20","-23.0","20","10.4","20",NA,"10.4","20",NA,"","3","","",NA,"327.0","0.0","1154203"
"KOOTENAY NP WEST GATE","50.631","-116.061","BC","-8.9","2","-1.7","5.5","2","-22.5","2","32.8","2",NA,"32.8","2",NA,"17.0","10","","",NA,"780.1","0.0","1154410"
"SPARWOOD","49.745","-114.883","BC","-10.8","0","-3.4","4.5","0","-30.5","0","74.0","0","137.0","45.8","0","86.0","34.0","11","","",NA,"891.7","0.0","1157630"
"SPARWOOD CS","49.745","-114.884","BC","-11.0","0",NA,"4.5","0","-30.5","0","",,NA,"",,NA,"27.0","","",,NA,"899.7","0.0","1157631"
"WASA","49.807","-115.631","BC","-9.2","0","-2.4","3.5","0","-23.0","0","34.8","0","140.0","34.8","0","114.0","16.0","9","","",NA,"842.6","0.0","1158730"
"ASHCROFT","50.708","-121.281","BC","-7.0","0",NA,"6.3","0","-21.9","0","",,NA,"9.4","0",NA,"","3","",,NA,"774.3","0.0","1160515"
"BLUE RIVER A","52.129","-119.290","BC","-10.6","0","-3.5","2.5","0","-30.0","0","187.0","0","181.0","97.6","0","110.0","78.0","12","","",NA,"887.4","0.0","1160899"
"BLUE RIVER CS","52.129","-119.290","BC","-10.6","1",NA,"4.4","1","-30.3","0","",,NA,"98.2","1",NA,"73.0","12","",,NA,"858.3","0.0","1160H99"
"CLEARWATER AUTO","51.653","-120.082","BC","-8.0","0",NA,"5.0","0","-21.7","0","",,NA,"50.3","0",NA,"25.0","13","",,NA,"807.2","0.0","1161650"
"CLINTON A","51.266","-121.685","BC","-13.2","8",NA,"4.0","8","-33.0","8","",,NA,"12.8","8",NA,"","2","",,NA,"717.1","0.0","1161662"
"CLINTON RCS","51.144","-121.505","BC","-11.7","0",NA,"1.4","0","-27.5","0","",,NA,"29.4","0",NA,"19.0","6","",,NA,"919.9","0.0","1161663"
"CRISS CREEK","51.030","-120.728","BC","-12.8","0","-5.6","2.5","0","-30.5","0","66.2","0","176.0","66.2","0","172.0","31.0","13","","",NA,"955.1","0.0","1162177"
"DARFIELD","51.292","-120.183","BC","-7.3","0","-3.4","4.0","0","-20.0","0","38.0","0","101.0","40.4","0","88.0","16.0","15","","",NA,"785.4","0.0","1162265"
"KAMLOOPS A","50.703","-120.449","BC","-7.4","1",NA,"7.3","1","-21.2","0","39.5","0",NA,"30.3","0",NA,"6.0","8","",,NA,"760.7","0.0","1163781"
"KAMLOOPS AUT","50.702","-120.442","BC","-7.1","0",NA,"7.6","0","-21.3","0","",,NA,"31.6","0",NA,"","9","",,NA,"779.2","0.0","1163842"
"100 MILE HOUSE 6NE","51.681","-121.217","BC","-11.9","0",NA,"3.0","0","-30.0","0","61.6","0",NA,"61.6","0",NA,"37.0","17","","",NA,"926.8","0.0","1165793"
"RED LAKE","50.935","-120.800","BC","-10.0","0","-3.9","4.0","0","-24.0","0","66.6","0","145.0","66.6","0","144.0","27.0","13","","",NA,"869.1","0.0","1166658"
"SILVER CREEK","50.545","-119.350","BC","-6.7","0","-4.0","4.0","0","-22.0","0","62.8","0","119.0","63.8","0","94.0","24.0","12","","",NA,"765.5","0.0","1167337"
"SUN PEAKS MOUNTAIN","50.903","-119.911","BC","-13.0","2",NA,"-3.5","1","-27.0","1","81.0","1",NA,"81.0","1",NA,"104.0","15","","",NA,"897.7","0.0","1168204"
"VAVENBY","51.576","-119.778","BC","-7.2","0","-2.5","4.0","0","-21.0","0","46.8","0","154.0","49.0","0","118.0","25.0","13","","",NA,"780.7","0.0","1168520"
"KAMLOOPS PRATT ROAD","50.630","-120.172","BC","-8.1","0",NA,"5.0","0","-24.0","0","48.8","0",NA,"48.8","0",NA,"16.0","12","","",NA,"809.6","0.0","116C8P0"
"SALMON ARM CS","50.703","-119.291","BC","-5.9","0","-4.3","4.4","0","-20.0","0","",,NA,"41.9","0",NA,"20.0","10","",,NA,"741.7","0.0","116FRMN"
"SUN PEAKS LOWER","50.887","-119.883","BC","-11.2","2",NA,"0.0","1","-26.0","1","92.0","1",NA,"92.0","1",NA,"59.0","15","","",NA,"846.4","0.0","116Q20D"
"SUN PEAKS UPPER","50.902","-119.918","BC","-13.6","0",NA,"-5.0","0","-26.5","0","91.0","0",NA,"91.0","0",NA,"129.0","15","","",NA,"980.4","0.0","116QK0M"
"GOLDEN A","51.299","-116.982","BC","-10.4","0","-2.5","1.0","0","-23.5","0","61.2","0","144.0","32.8","0","75.0","28.0","8","","",NA,"879.0","0.0","1173210"
"GOLDEN AIRPORT","51.300","-116.984","BC","-10.5","0",NA,"0.8","0","-23.1","0","",,NA,"37.7","0",NA,"25.0","8","",,NA,"882.1","0.0","1173220"
"GOLDSTREAM RIVER","51.630","-118.425","BC","-8.6","2","-2.1","1.0","2","-23.0","2","155.0","2",NA,"155.0","2",NA,"78.0","19","","",NA,"772.0","0.0","1173242"
"MICA DAM","52.053","-118.585","BC","-6.5","4","-2.0","2.0","2","-15.5","2","187.8","2",NA,"187.8","2",NA,"114.0","17","","",NA,"660.2","0.0","1175122"
"REVELSTOKE A","50.967","-118.183","BC","-6.0","10",NA,"3.1","9","-17.2","8","",,NA,"21.4","9",NA,"","4","",,NA,"503.1","0.0","1176745"
"REVELSTOKE AIRPORT AUTO","50.958","-118.176","BC","-4.6","0",NA,"3.4","0","-17.3","0","",,NA,"60.0","0",NA,"42.0","9","",,NA,"701.4","0.0","1176755"
"YOHO PARK","51.443","-116.345","BC","-14.7","0",NA,"-1.3","0","-32.1","0","",,NA,"68.5","0",NA,"57.0","15","",,NA,"1013.1","0.0","11790J1"
"YOHO NP EMERALD LAKE","51.433","-116.541","BC","",,NA,"",,"-30.0","5","86.4","5",NA,"86.4","5",NA,"0.0","11","","",NA,"","","117R00G"
"CHETWYND A","55.687","-121.627","BC","-11.2","0","-2.1","5.5","0","-32.5","0","20.0","0","83.0","9.8","0","51.0","13.0","3","","",NA,"906.1","0.0","1181508"
"DAWSON CREEK A","55.742","-120.183","BC","-12.4","10",NA,"3.6","10","-33.0","9","",,NA,"0.0","10",NA,"","0","",,NA,"638.0","0.0","1182289"
"FORT ST. JOHN A","56.238","-120.740","BC","-12.7","1",NA,"2.2","1","-31.4","0","6.0","1",NA,"5.5","1",NA,"10.0","2","",,NA,"919.9","0.0","1183001"
"MACKENZIE","55.299","-123.133","BC","-12.7","4",NA,"1.8","4","-27.9","2","",,NA,"3.1","3",NA,"","1","",,NA,"828.4","0.0","1184791"
"MACKENZIE AIRPORT AUTO","55.305","-123.138","BC","-12.5","0",NA,"2.2","0","-27.6","0","",,NA,"24.9","0",NA,"36.0","8","",,NA,"946.8","0.0","1184793"
"DEASE LAKE A","58.422","-130.031","BC","-18.7","9",NA,"4.5","9","-34.9","8","",,NA,"5.4","9",NA,"","2","",,NA,"808.2","0.0","1192341"
"FORT NELSON A","58.836","-122.597","BC","-18.7","1",NA,"-4.2","1","-33.8","0","26.2","1",NA,"20.4","1",NA,"28.0","6","",,NA,"1102.0","0.0","1192946"
"FORT NELSON","58.841","-122.574","BC","-18.9","0",NA,"-4.3","0","-33.1","0","",,NA,"14.6","0",NA,"23.0","3","",,NA,"1143.3","0.0","1192948"
"FORT NELSON UA","58.841","-122.573","BC","-18.7","4",NA,"-4.0","4","-33.5","4","16.6","4",NA,"16.6","4",NA,"25.0","4","","",NA,"990.6","0.0","1192950"
"DEASE LAKE (AUT)","58.426","-130.025","BC","-19.1","2",NA,"4.5","2","-38.0","0","",,NA,"11.0","21",NA,"22.0","3","",,NA,"1075.6","0.0","119BLM0"
"ATLIN","59.567","-133.700","BC","-11.0","0","-2.9","2.5","0","-26.5","0","11.0","0","33.0","11.0","0","30.0","4.0","5","","",NA,"898.1","0.0","1200560"
"PLEASANT CAMP","59.450","-136.367","BC","-8.9","0","-2.5","3.0","0","-23.0","0","184.2","0","104.0","186.2","0","86.0","0.0","16","","",NA,"833.2","0.0","1206197"
"BURWASH A","61.371","-139.040","YT","-22.4","12",NA,"-0.2","12","-36.3","12","",,NA,"0.0","12",NA,"","0","",,NA,"767.2","0.0","2100181"
"BURWASH AIRPORT AUTO BC","61.367","-139.017","YT","-21.3","1",NA,"-0.2","1","-37.3","0","",,NA,"6.7","3",NA,"8.0","2","",,NA,"1179.3","0.0","2100184"
"CARMACKS CS","62.115","-136.192","YT","-23.0","0",NA,"-2.1","0","-42.0","0","",,NA,"17.5","0",NA,"34.0","4","",,NA,"1269.7","0.0","2100301"
"FARO (AUT)","62.208","-133.376","YT","-20.9","0",NA,"-3.5","0","-41.0","0","",,NA,"0.0","0",NA,"","0","",,NA,"1206.8","0.0","2100518"
"HAINES JUNCTION","60.773","-137.580","YT","-21.4","0",NA,"3.9","0","-40.8","0","",,NA,"6.0","0",NA,"28.0","1","",,NA,"1222.9","0.0","2100630"
"HERSCHEL ISLAND","69.568","-138.913","YT","-18.2","3",NA,"-4.6","3","-30.8","0","",,NA,"4.2","3",NA,"","1","",,NA,"1012.3","0.0","2100636"
"IVVAVIK NAT. PARK","69.164","-140.150","YT","-23.3","3",NA,"-10.3","3","-36.1","0","",,NA,"5.6","3",NA,"18.0","3","",,NA,"1157.0","0.0","2100660"
"MACMILLAN PASS","63.244","-130.037","YT","-18.7","4",NA,"-6.6","4","-35.4","0","",,NA,"0.2","5",NA,"57.0","0","",,NA,"991.9","0.0","2100693"
"MARGARET LAKE","68.801","-140.848","YT","-27.0","3",NA,"-14.0","3","-38.2","0","",,NA,"",,NA,"17.0","","",,NA,"1258.7","0.0","2100697"
"MAYO A","63.616","-135.868","YT","-21.5","3",NA,"-1.9","1","-42.3","2","30.9","1",NA,"18.8","3",NA,"27.0","7","",,NA,"1106.9","0.0","2100701"
"OLD CROW RCS","67.571","-139.839","YT","-26.1","1",NA,"-1.2","1","-43.7","0","",,NA,"8.8","1",NA,"5.0","4","",,NA,"1321.6","0.0","2100805"
"ROCK RIVER","66.981","-136.218","YT","-18.0","5",NA,"-3.0","5","-34.0","0","",,NA,"0.0","5",NA,"","0","",,NA,"937.0","0.0","2100935"
"DAWSON","64.061","-139.127","YT","-25.4","0",NA,"-4.5","0","-41.7","0","",,NA,"26.1","0",NA,"40.0","11","",,NA,"1345.0","0.0","2100LRP"
"TESLIN (AUT)","60.167","-132.733","YT","-18.9","0",NA,"0.1","0","-39.8","0","",,NA,"17.3","0",NA,"23.0","5","",,NA,"1142.9","0.0","2101102"
"WATSON LAKE (AUT)","60.116","-128.832","YT","-23.9","0",NA,"0.0","0","-43.5","0","",,NA,"15.0","0",NA,"30.0","6","",,NA,"1300.2","0.0","2101204"
"WHITEHORSE A","60.709","-135.067","YT","-16.1","0",NA,"0.6","0","-35.6","0","",,NA,"",,NA,"","","",,NA,"1056.2","0.0","2101303"
"WHITEHORSE AUTO","60.733","-135.098","YT","-15.9","0",NA,"0.7","0","-35.4","0","",,NA,"10.0","0",NA,"24.0","4","",,NA,"1050.4","0.0","2101310"
"COLVILLE LAKE","67.021","-126.123","NT","-24.5","2",NA,"-7.7","2","-39.1","0","",,NA,"11.2","2",NA,"28.0","1","",,NA,"1233.0","0.0","2200824"
"DELINE CS","65.209","-123.433","NT","-23.4","0",NA,"-6.1","0","-38.6","0","",,NA,"",,NA,"15.0","","",,NA,"1283.6","0.0","2201022"
"DEADMEN VALLEY","61.257","-124.468","NT","-22.6","10",NA,"-0.6","10","-38.3","3","",,NA,"",,NA,"","","",,NA,"852.1","0.0","22010H0"
"FORT GOOD HOPE CS","66.242","-128.644","NT","-24.0","0",NA,"-4.0","0","-39.0","0","",,NA,"9.1","0",NA,"","2","",,NA,"1301.3","0.0","2201450"
"FORT LIARD","60.233","-123.467","NT","-21.4","0",NA,"-9.0","0","-35.6","0","",,NA,"",,NA,"","","",,NA,"1220.3","0.0","2201579"
"FORT PROVIDENCE","61.317","-117.602","NT","-20.9","0",NA,"0.2","0","-37.7","0","",,NA,"",,NA,"","","",,NA,"1205.8","0.0","2201799"
"FORT RELIANCE (AUT)","62.711","-109.168","NT","-22.6","2",NA,"-1.5","2","-35.3","0","",,NA,"8.3","2",NA,"24.0","3","",,NA,"1178.4","0.0","2201903"
"FORT SIMPSON CLIMATE","61.760","-121.237","NT","-22.3","0",NA,"-5.7","0","-36.7","0","",,NA,"8.9","0",NA,"13.0","2","",,NA,"1250.3","0.0","2202102"
"FORT SIMPSON A","61.760","-121.237","NT","-22.3","0",NA,"-5.9","0","-36.3","0","27.6","0",NA,"15.8","0",NA,"23.0","7","",,NA,"1250.6","0.0","2202103"
"FORT SMITH A","60.020","-111.962","NT","-21.0","1",NA,"-1.9","1","-37.6","0","28.1","1",NA,"14.6","1",NA,"24.0","3","",,NA,"1169.7","0.0","2202201"
"FORT SMITH CLIMATE","60.026","-111.929","NT","-20.9","0",NA,"-1.9","0","-37.1","0","",,NA,"27.7","0",NA,"31.0","10","",,NA,"1205.6","0.0","2202202"
"HANBURY RIVER","63.600","-105.133","NT","-20.0","24",NA,"-5.3","22","-36.1","23","",,NA,"0.4","25",NA,"","0","",,NA,"265.7","0.0","2202351"
"HAY RIVER A","60.840","-115.783","NT","-20.4","0",NA,"-1.5","0","-35.6","0","77.4","0",NA,"57.6","0",NA,"40.0","11","",,NA,"1191.4","0.0","2202401"
"HAY RIVER CLIMATE","60.839","-115.777","NT","-20.1","0",NA,"-1.4","0","-35.6","0","",,NA,"6.5","0",NA,"37.0","1","",,NA,"1181.8","0.0","2202402"
"INNER WHALEBACKS","61.920","-113.726","NT","-16.8","10",NA,"3.9","9","-25.6","6","",,NA,"3.0","9",NA,"","0","",,NA,"731.0","0.0","2202560"
"INUVIK CLIMATE","68.317","-133.517","NT","-22.0","0",NA,"-6.7","0","-33.3","0","",,NA,"3.1","0",NA,"22.0","1","",,NA,"1240.3","0.0","2202578"
"LAC LA MARTRE","63.134","-117.245","NT","-23.8","0",NA,"-1.8","0","-39.5","0","",,NA,"",,NA,"","","",,NA,"1297.0","0.0","2202678"
"NORMAN WELLS A","65.281","-126.799","NT","-23.1","1",NA,"-2.2","1","-42.4","1","26.3","0",NA,"24.7","0",NA,"14.0","9","",,NA,"1233.9","0.0","2202801"
"NORMAN WELLS CLIMATE","65.288","-126.753","NT","-23.9","2",NA,"-2.3","2","-42.7","1","",,NA,"15.7","2",NA,"25.0","5","",,NA,"1215.5","0.0","2202810"
"PAULATUK","69.358","-124.083","NT","-20.9","0",NA,"-8.7","0","-31.5","0","",,NA,"13.7","0",NA,"","4","",,NA,"1206.1","0.0","2203058"
"PELLY ISLAND","69.633","-135.444","NT","-21.2","4",NA,"-6.5","4","-31.7","0","",,NA,"0.0","4",NA,"","0","",,NA,"1058.4","0.0","2203095"
"RABBIT KETTLE","61.963","-127.209","NT","-29.8","9",NA,"-11.1","8","-44.0","4","",,NA,"",,NA,"","","",,NA,"1051.6","0.0","2203342"
"TUKTOYAKTUK","69.433","-133.017","NT","-24.0","0",NA,"-7.6","0","-34.3","0","",,NA,"",,NA,"","","",,NA,"1302.3","0.0","2203914"
"TUKTUT NOGAIT","69.199","-122.359","NT","-23.4","3",NA,"-12.2","3","-34.9","0","",,NA,"",,NA,"","","",,NA,"1157.8","0.0","2203918"
"YELLOWKNIFE A","62.463","-114.440","NT","-22.7","1",NA,"-0.7","1","-38.6","0","16.0","1",NA,"11.6","1",NA,"20.0","6","",,NA,"1220.9","0.0","2204101"
"YELLOWKNIFE-HENDERSON","62.450","-114.383","NT","-13.5","0",NA,"0.0","0","-31.0","0","20.6","0",NA,"20.6","0",NA,"23.0","6","","",NA,"975.0","0.0","2204110"
"YOHIN","61.242","-123.742","NT","-23.1","8",NA,"-1.0","7","-36.1","2","",,NA,"",,NA,"31.0","","",,NA,"944.6","0.0","2204300"
